gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,avg_charge_per_tenure,high_monthly_charge,short_tenure,is_long_term_contract,customer_id,actual_churn,churn_risk_score,risk_level,recommended_action
Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.85,1071.6,20.2188679245283,0,0,1,5266-PFRQK,0,0.0540625549340262,Low Risk,Normal monitoring
Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.05,6333.4,89.20281690140844,1,0,1,1568-BEKZM,0,0.0510162842938299,Low Risk,Normal monitoring
Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,25.75,12.875,0,1,0,2692-PFYTJ,0,0.5813853571871533,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,94.1,5638.3,90.94032258064516,1,0,1,2533-QVMSK,1,0.2232904549044445,Low Risk,Normal monitoring
Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,93.7775,1,0,1,5828-AVIPD,1,0.6422124295895068,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,19.491666666666667,0,1,1,2907-ILJBN,0,0.1323922175472144,Low Risk,Normal monitoring
Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,79.5,1,0,0,5226-NOZFC,0,0.7129266091814529,High Risk,Offer long-term contract discount
Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,18.49344262295082,0,0,1,7114-AEOZE,0,0.0157231400621717,Low Risk,Normal monitoring
Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,84.85,42.425,1,1,0,2202-CUYXZ,1,0.9485806490786324,High Risk,Offer long-term contract discount
Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.4,2349.8,87.02962962962964,1,0,0,3466-RITXD,0,0.629817500489621,Medium Risk,Send satisfaction survey and retention message
Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45,83.538,1,0,0,7278-CKDNC,0,0.7071446298171895,High Risk,Offer long-term contract discount
Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.05,2090.25,90.8804347826087,1,0,1,1956-YIFGE,0,0.5185532829078396,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.85,4947.55,95.14519230769233,1,0,1,0422-UXFAP,0,0.6284466631824484,Medium Risk,Send satisfaction survey and retention message
Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,5251.75,84.70564516129032,1,0,1,3733-UOCWF,0,0.2715275026969893,Low Risk,Normal monitoring
Male,0,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,53.12111111111111,0,0,1,7191-ADRGF,0,0.1329054251844561,Low Risk,Normal monitoring
Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,1397.475,1397.475,1,1,1,5709-LVOEQ,0,7.134360005623636e-20,Low Risk,Normal monitoring
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,66.575,1,1,0,6034-YMTOB,0,0.6975709547969245,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,39.4,1,1,0,6372-RFVNS,1,0.9266728376534956,High Risk,Offer long-term contract discount
Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,58.59074074074074,0,0,1,9052-DHNKM,0,0.1951469010106289,Low Risk,Normal monitoring
Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.35,1302.65,81.415625,1,0,0,5609-IMCGG,0,0.6101339399441351,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,61.48,1,1,0,2959-MJHIC,1,0.8971166744720311,High Risk,Offer long-term contract discount
Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.6,959.9,73.83846153846153,1,1,0,1319-YLZJG,0,0.7286627959585681,High Risk,Offer long-term contract discount
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,49.9,24.95,0,1,0,7623-TRNQN,1,0.6295617471375992,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1271.8,55.29565217391304,0,0,0,0377-JBKKT,0,0.207557208425094,Low Risk,Normal monitoring
Male,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,2409.9,48.198,0,0,1,1936-CZAKF,0,0.1209002532782022,Low Risk,Normal monitoring
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,265.75,18.982142857142858,0,0,1,5063-IUOKK,0,0.0522152610121982,Low Risk,Normal monitoring
Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.55,6130.95,91.50671641791044,1,0,1,8646-JCOMS,0,0.2218121473966084,Low Risk,Normal monitoring
Male,0,Yes,No,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.45,37.10238095238095,0,0,1,0979-MOZQI,0,0.0805770007749626,Low Risk,Normal monitoring
Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,4189.7,62.53283582089552,0,0,1,1525-LNLOJ,0,0.0750716477935719,Low Risk,Normal monitoring
Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,27.2375,0,1,0,5759-RCVCB,1,0.7173745356054505,High Risk,Offer long-term contract discount
Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,4111.35,64.23984375,0,0,1,9968-FFVVH,0,0.0626188983015192,Low Risk,Normal monitoring
Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,278.85,17.428125,0,0,1,2266-FUBDZ,0,0.0442010372503405,Low Risk,Normal monitoring
Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,4107.3,93.34772727272728,1,0,0,4760-THGOT,0,0.6311001870956492,Medium Risk,Send satisfaction survey and retention message
Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.05,7108.2,107.7,1,0,1,2307-FYNNL,0,0.2540002356976544,Low Risk,Normal monitoring
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,56.6,1,1,0,1143-NMNQJ,1,0.941458968044433,High Risk,Offer long-term contract discount
Female,0,No,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.1,709.5,47.3,0,0,0,1629-DQQVB,0,0.2744311859768963,Low Risk,Normal monitoring
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,108.8195652173913,1,0,1,3766-EJLFL,0,0.134962984036286,Low Risk,Normal monitoring
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.6,356.15,16.95952380952381,0,0,0,8457-XIGKN,0,0.2617569932142677,Low Risk,Normal monitoring
Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,63.58362068965517,0,0,0,4981-FLTMF,0,0.1070747194706909,Low Risk,Normal monitoring
Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1468.75,20.11986301369863,0,0,1,7606-BPHHN,0,0.0162125800467493,Low Risk,Normal monitoring
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,79.47857142857143,1,1,0,7005-CCBKV,1,0.8217871440489307,High Risk,Offer long-term contract discount
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,73.30092592592592,1,0,1,4648-YPBTM,0,0.0747828437580711,Low Risk,Normal monitoring
Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.1,3913.3,67.47068965517242,0,0,1,2325-ZUSFD,1,0.1395055899374922,Low Risk,Normal monitoring
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,10.05,0,1,0,1240-KNSEZ,1,0.4917058958964666,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.0,749.25,46.828125,0,0,0,0430-IHCDJ,0,0.6066260826212548,Medium Risk,Send satisfaction survey and retention message
Female,1,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,78.87439024390244,1,0,0,7957-RYHQD,1,0.4111266427481783,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,54.00902777777778,0,0,1,6164-HAQTX,0,0.0302719452154327,Low Risk,Normal monitoring
Female,1,Yes,No,13,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.3,528.45,37.746428571428574,0,0,0,0749-IRGQE,0,0.7761852569132734,High Risk,Offer long-term contract discount
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,90.93013698630136,1,0,1,1227-UDMZR,0,0.0558539058949373,Low Risk,Normal monitoring
Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,93.88962264150943,1,0,1,5473-KHBPS,0,0.3568249429207445,Low Risk,Normal monitoring
Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.15,5224.5,81.6328125,1,0,1,5297-MDOIR,0,0.1808342559469926,Low Risk,Normal monitoring
Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.1,529.5,17.65,0,0,1,8873-TMKGR,0,0.0829379520705325,Low Risk,Normal monitoring
Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.55,2878.75,95.95833333333331,1,0,0,6481-ESCNL,0,0.7017123088597726,High Risk,Offer long-term contract discount
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,16.775,0,1,0,0463-WZZKO,0,0.428082373707716,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,20.7475,0,0,0,1038-RQOST,0,0.1672191165406795,Low Risk,Normal monitoring
Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,100.66693548387096,1,0,1,4937-QPZPO,0,0.521093118838846,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,583.0,53.0,0,1,0,3604-WLABM,0,0.4490524863296949,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,108.00661764705882,1,0,1,1360-XFJMR,0,0.3808317148281898,Low Risk,Normal monitoring
Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,19.52093023255814,0,0,1,8717-VCTXJ,0,0.0798296756065688,Low Risk,Normal monitoring
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,37.85,1,1,0,5196-SGOAK,1,0.912329049581612,High Risk,Offer long-term contract discount
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75,70.79166666666667,1,1,0,8739-XNIKG,0,0.9024478326235984,High Risk,Offer long-term contract discount
Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,19.19761904761905,0,0,1,2320-TZRRH,0,0.0965020210900184,Low Risk,Normal monitoring
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,34.75,0,1,0,5186-SAMNZ,1,0.9062661319471704,High Risk,Offer long-term contract discount
Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,70.70714285714286,1,1,0,5760-FXFVO,0,0.7285246330685262,High Risk,Offer long-term contract discount
Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,101.40714285714286,1,0,0,5380-WJKOV,1,0.8011824723487081,High Risk,Offer long-term contract discount
Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,17.745454545454546,0,0,1,4703-MQYKT,0,0.0442990389853346,Low Risk,Normal monitoring
Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,104.32340425531916,1,0,1,2001-MCUUW,0,0.2647591393873316,Low Risk,Normal monitoring
Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,97.42857142857144,1,0,0,4947-DSMXK,0,0.6818974015454081,Medium Risk,Send satisfaction survey and retention message
Male,0,No,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.0,1242.45,41.415,0,0,0,0076-LVEPS,0,0.2656036543812418,Low Risk,Normal monitoring
Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,78.91964285714286,1,0,1,5566-SOEZD,0,0.2364574538190424,Low Risk,Normal monitoring
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,89.18424657534246,1,0,1,7408-OFWXJ,0,0.0338424195481407,Low Risk,Normal monitoring
Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,57.09418604651163,0,0,0,1097-FSPVW,0,0.15663979848381,Low Risk,Normal monitoring
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,76.26785714285714,1,0,0,4412-YLTKF,1,0.7517247590267936,High Risk,Offer long-term contract discount
Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,66.09626865671642,0,0,1,0420-TXVSG,0,0.0430547547177775,Low Risk,Normal monitoring
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,55.43333333333334,1,1,0,7817-BOQPW,1,0.90252795691638,High Risk,Offer long-term contract discount
Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,96.46666666666668,1,0,0,0963-ZBDRN,1,0.686983566656722,Medium Risk,Send satisfaction survey and retention message
Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,69.11666666666666,1,0,0,9685-WKZGT,1,0.8118410732116365,High Risk,Offer long-term contract discount
Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,84.12,1,0,0,2139-FQHLM,0,0.5422453618739032,Medium Risk,Send satisfaction survey and retention message
Male,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,61.94591836734693,0,0,1,5825-XJOCM,0,0.1109699848303438,Low Risk,Normal monitoring
Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,56.17,1,1,0,0004-TLHLJ,1,0.8626692721275447,High Risk,Offer long-term contract discount
Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,84.9198275862069,1,0,0,7529-ZDFXI,0,0.7191648921514104,High Risk,Offer long-term contract discount
Male,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,72.89491525423729,1,0,1,6848-YLDFR,0,0.1307455252254037,Low Risk,Normal monitoring
Female,1,Yes,No,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.45,4014.0,70.42105263157895,0,0,1,5820-PTRYM,0,0.0994711278002564,Low Risk,Normal monitoring
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,19.64857142857143,0,0,1,2984-RGEYA,0,0.010359102698798,Low Risk,Normal monitoring
Male,0,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521.0,47.36363636363637,0,1,1,6434-TTGJP,0,0.1345122603076573,Low Risk,Normal monitoring
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,60.325,1,1,0,9643-AVVWI,0,0.7796991726717987,High Risk,Offer long-term contract discount
Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,954.9,26.525,0,0,1,3506-OVLKD,0,0.0906790909808549,Low Risk,Normal monitoring
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,15.025,0,1,0,4946-EDSEW,1,0.340660258271327,Low Risk,Normal monitoring
Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,5514.95,96.75350877192982,1,0,1,2924-KHUVI,0,0.5266630377540731,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.95,1222.25,23.504807692307693,0,0,1,2263-SFSQZ,0,0.0341720336677345,Low Risk,Normal monitoring
Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,86.12702702702703,1,0,0,5281-BUZGT,1,0.723659129070622,High Risk,Offer long-term contract discount
Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,17.816666666666666,0,1,1,3717-FDJFU,0,0.0704929380611207,Low Risk,Normal monitoring
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,10.2,0,1,1,2239-CFOUJ,0,0.2138262936923223,Low Risk,Normal monitoring
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,65.9875,1,1,0,8699-ASUFO,1,0.8384653594549883,High Risk,Offer long-term contract discount
Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,54.34857142857143,0,0,1,1122-YJBCS,0,0.0646373359286337,Low Risk,Normal monitoring
Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,67.13260869565217,0,0,1,0628-CNQRM,1,0.1463156152987721,Low Risk,Normal monitoring
Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,1618.2,25.284375,0,0,1,1705-GUHPV,0,0.0199000154544473,Low Risk,Normal monitoring
Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,4264.25,76.14732142857143,1,0,1,4877-TSOFF,0,0.0941418851923289,Low Risk,Normal monitoring
Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.55,161.45,40.3625,0,1,0,7404-JLKQG,0,0.736167042371348,High Risk,Offer long-term contract discount
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,79.39117647058823,1,0,1,0379-DJQHR,0,0.0346991745684584,Low Risk,Normal monitoring
Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,14.725,0,1,0,8993-PHFWD,1,0.7550848082701065,High Risk,Offer long-term contract discount
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,9.875,0,1,0,3930-ZGWVE,0,0.4085169438539495,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,85.21176470588235,1,0,0,1965-DDBWU,1,0.7020432130235,High Risk,Offer long-term contract discount
Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,104.61111111111111,1,0,1,7572-KPVKK,0,0.2471157183187587,Low Risk,Normal monitoring
Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,63.68333333333333,0,1,0,6854-EXGSF,0,0.4735187420663219,Medium Risk,Send satisfaction survey and retention message
Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,19.025,0,1,1,9483-GCPWE,0,0.1365504484440803,Low Risk,Normal monitoring
Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,20.9,0,1,0,8053-WWDRO,1,0.3011711804285774,Low Risk,Normal monitoring
Female,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,59.0,1654.45,57.05,0,0,1,9473-CBZOP,0,0.1535857337161417,Low Risk,Normal monitoring
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,19.46481481481481,0,0,1,3985-HOYPM,0,0.0853677174659213,Low Risk,Normal monitoring
Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,101.45384615384614,1,0,0,8378-LKJAF,0,0.6907294018888197,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,913.3,48.06842105263158,0,0,0,1310-QRITU,0,0.5802159858218546,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,95.05,23.7625,0,1,0,3237-AJGEH,1,0.6257157743380934,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,78.25,19.5625,0,1,0,6542-LWGXJ,0,0.6650594151171042,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,74.16267605633803,1,0,1,6953-PBDIN,0,0.0407200978889876,Low Risk,Normal monitoring
Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.35,4653.25,68.43014705882354,0,0,1,6332-FBZRI,0,0.0640612904369628,Low Risk,Normal monitoring
Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.35,1654.6,22.980555555555554,0,0,1,9365-CSLBQ,0,0.0143541398491814,Low Risk,Normal monitoring
Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,63.74705882352941,0,0,0,3466-WAESX,0,0.5172159567600486,Medium Risk,Send satisfaction survey and retention message
